seed,step,eval_reward,K,critic_loss,actor_loss
42,1000,78.4,10,-28.74273109436035,71.41354370117188
42,2000,110.2,10,-15.011194229125977,230.9878387451172
42,3000,60.8,10,2.6828460693359375,408.82049560546875
42,4000,308.8,10,173.08062744140625,536.38330078125
42,5000,55.2,10,-19.194473266601562,902.2434692382812
42,6000,198.6,10,64.64753723144531,1151.57958984375
42,7000,119.8,10,270.7516174316406,2070.43408203125
42,8000,196.8,10,198.1861114501953,2829.20947265625
42,9000,214.8,10,33.97496032714844,3001.9833984375
42,10000,397.0,10,-164.4471435546875,4009.03369140625
42,11000,396.6,10,165.0418701171875,6261.57666015625
42,12000,467.4,10,-329.6634521484375,7844.548828125
42,13000,500.0,10,57.91328430175781,7048.474609375
42,14000,500.0,10,1026.34619140625,7613.947265625
42,15000,472.0,10,1567.09326171875,9133.185546875
42,16000,500.0,10,-15.55426025390625,11485.001953125
42,17000,496.8,10,-423.504638671875,14364.5078125
42,18000,500.0,10,2186.099609375,17022.365234375
42,19000,368.6,10,452.46417236328125,9258.0546875
42,20000,395.8,10,42.94891357421875,25457.6015625
