seed,step,eval_reward,K,critic_loss,actor_loss
42,1000,500.0,15,-0.1094428300857544,-0.6293593049049377
42,2000,500.0,15,-0.10855957865715027,-1.1327342987060547
42,3000,500.0,15,-0.11610002815723419,-1.6168659925460815
42,4000,500.0,15,-0.11247031390666962,-2.067286491394043
42,5000,500.0,15,-0.08868727833032608,-2.4863181114196777
42,6000,500.0,15,-0.1145491749048233,-2.922292470932007
42,7000,500.0,15,-0.07143451273441315,-3.287172794342041
42,8000,500.0,15,-0.11408346891403198,-3.667220115661621
42,9000,500.0,15,-0.10506922006607056,-4.024248123168945
42,10000,500.0,15,-0.11067754030227661,-4.361683368682861
42,11000,500.0,15,-0.030299346894025803,-4.660391807556152
42,12000,500.0,15,-0.0185006745159626,-4.973837375640869
42,13000,500.0,15,-0.1101558580994606,-5.255679607391357
42,14000,500.0,15,-0.11480063199996948,-5.529177665710449
42,15000,500.0,15,-0.11126785725355148,-5.806966304779053
42,16000,500.0,15,-0.10926957428455353,-5.996395111083984
42,17000,500.0,15,-0.10838333517313004,-6.254524230957031
42,18000,500.0,15,-0.10891969501972198,-6.498371124267578
42,19000,500.0,15,-0.10088811069726944,-6.71083927154541
42,20000,500.0,15,-0.10969394445419312,-6.916689395904541
