seed,step,eval_reward,K,critic_loss,actor_loss
42,2000,-739.5902498177811,15,-3.185124397277832,94.28988647460938
42,4000,-1070.3574888427263,15,29.024959564208984,168.78323364257812
42,6000,-1130.0346354939604,15,43.191650390625,171.6018524169922
42,8000,-1124.8499237026292,15,62.54743194580078,175.5668182373047
42,10000,-1005.0426776397177,15,43.42059326171875,238.10931396484375
42,12000,-1382.00745994222,15,1352.1500244140625,322.9764404296875
42,14000,-1191.5524664341187,15,2711.5078125,424.29180908203125
42,16000,-1307.4261861572263,15,26.149574279785156,479.477294921875
42,18000,-986.9669545901381,15,5609.8935546875,574.9268798828125
42,20000,-838.7267389385837,15,3571.044677734375,651.2239990234375
42,22000,-795.7126009750655,15,191.33807373046875,730.2258911132812
42,24000,-892.2315216025315,15,2943.693603515625,791.189697265625
42,26000,-1029.077827736677,15,5057.1845703125,793.0546875
42,28000,-1020.534651945535,15,2432.6201171875,811.08251953125
42,30000,-1034.6506547073914,15,118.1162338256836,835.2885131835938
42,32000,-889.4591691328417,15,13350.4287109375,890.045166015625
42,34000,-240.34223070142838,15,4087.169677734375,947.8988647460938
42,36000,-377.29488616044927,15,4718.466796875,1045.524658203125
42,38000,-97.85674484813066,15,183.0384521484375,1104.4482421875
42,40000,-262.90793516608784,15,223.12112426757812,1189.1324462890625
42,42000,-586.3118525255018,15,19579.724609375,1257.934814453125
42,44000,-316.35427930923794,15,7138.658203125,1344.3790283203125
42,46000,-372.5433759874101,15,209.43936157226562,1394.8538818359375
42,48000,-393.8656114530598,15,272.3627624511719,1428.0208740234375
42,50000,-539.2098035282135,15,24220.40234375,1448.788818359375
