seed,step,eval_reward,K,critic_loss,actor_loss
42,1000,-1477.3509789038155,10,12092.4169921875,2328.63818359375
42,2000,-1387.7790026702016,10,808.6453247070312,3451.029296875
42,3000,-1374.1749249059844,10,-672.900146484375,4350.54443359375
42,4000,-1410.4058384647415,10,-565.84912109375,4180.388671875
42,5000,-1418.8101410904967,10,1784.3287353515625,8386.1181640625
42,6000,-1549.6235837001464,10,-2004.1014404296875,5306.1669921875
42,7000,-1510.7278944725895,10,-2184.480224609375,7290.0634765625
42,8000,-1453.7754905232591,10,-1921.78564453125,7113.3291015625
42,9000,-1467.093544261722,10,-3346.453125,6069.1142578125
42,10000,-1416.5709156480364,10,-4252.904296875,5821.07373046875
42,11000,-1420.3879539317093,10,-957.861328125,6407.4697265625
42,12000,-1583.6836150154727,10,-1285.07666015625,3600.55908203125
42,13000,-1645.3552320472195,10,-5721.65283203125,6650.94140625
42,14000,-1635.3160792058284,10,-729.4241333007812,3275.9150390625
42,15000,-1630.7308628198757,10,-2124.172607421875,2977.209228515625
42,16000,-1600.0699193958164,10,58.45891189575195,3163.979248046875
42,17000,-1591.0505677467959,10,120.25061798095703,1420.312744140625
42,18000,-1564.6407187346672,10,-1862.419677734375,3589.326416015625
42,19000,-1597.6347708950602,10,3207.419677734375,4347.48095703125
42,20000,-1172.1562496213705,10,-3426.040283203125,6064.47607421875
42,21000,-1472.8011462361114,10,-1494.5211181640625,2999.00390625
42,22000,-1622.920699123121,10,407.6557312011719,1699.5836181640625
42,23000,-1510.9524615480764,10,1524.442626953125,3939.888916015625
42,24000,-1535.4235466894104,10,548.149169921875,2489.306396484375
42,25000,-1600.8697441641798,10,-568.3817749023438,1645.3533935546875
42,26000,-1542.240606566977,10,-1023.7384643554688,2808.16943359375
42,27000,-1552.9266206672219,10,-2825.287353515625,4852.32568359375
42,28000,-1561.2230636496774,10,5589.705078125,2941.9833984375
42,29000,-1561.7034800842544,10,-2137.659912109375,2421.34912109375
42,30000,-1596.157437738985,10,4695.49072265625,823.9420166015625
42,31000,-1555.0443327189537,10,-62.13625717163086,3024.041015625
42,32000,-1530.389357354573,10,2874.764404296875,1707.4765625
42,33000,-1594.0403057341023,10,1111.414306640625,3580.853759765625
42,34000,-1578.4719511295284,10,-866.1188354492188,4535.4150390625
42,35000,-1576.3230464749568,10,448.6683654785156,1046.1551513671875
42,36000,-1637.4412961740443,10,-1022.3616333007812,2168.06298828125
42,37000,-1573.2444738992072,10,-225.1788330078125,2358.803466796875
42,38000,-1490.7432846360553,10,-1307.281005859375,3561.83544921875
42,39000,-1597.0557681657253,10,-600.0889892578125,829.7579345703125
42,40000,-1446.6426772866212,10,-1770.034423828125,1233.7691650390625
42,41000,-1403.977459755044,10,-710.8388061523438,895.3673095703125
42,42000,-1576.5562719111801,10,-4685.11767578125,5531.93505859375
42,43000,-1581.4736561561936,10,-285.1800842285156,522.3244018554688
42,44000,-1595.3407188107797,10,229.17184448242188,741.3132934570312
42,45000,-1333.6084498085925,10,-2290.094970703125,1303.0794677734375
42,46000,-1458.630143247552,10,-1302.89453125,1273.2373046875
42,47000,-1262.092843075769,10,-549.9344482421875,411.33978271484375
42,48000,-1369.4099518628377,10,2602.788818359375,3181.12109375
42,49000,-1603.8967644463262,10,2809.95361328125,837.5709228515625
42,50000,-1586.4835191132995,10,178.80313110351562,2067.4140625
