seed,step,eval_reward,K,critic_loss,actor_loss
43,1000,500.0,3,-0.09559347480535507,-0.5788966417312622
43,2000,500.0,3,-0.1147257387638092,-1.0832113027572632
43,3000,500.0,3,-0.11911240220069885,-1.5605781078338623
43,4000,500.0,3,-0.08820481598377228,-2.0079097747802734
43,5000,500.0,3,-0.11011523753404617,-2.449492931365967
43,6000,500.0,3,-0.110386423766613,-2.8521509170532227
43,7000,500.0,3,-0.11594577133655548,-3.2461915016174316
43,8000,500.0,3,-0.10736588388681412,-3.625549554824829
43,9000,500.0,3,-0.1096106469631195,-3.971038818359375
43,10000,500.0,3,-0.10857591778039932,-4.297205924987793
43,11000,500.0,3,-0.030540481209754944,-4.598445892333984
43,12000,500.0,3,-0.11100741475820541,-4.897703170776367
43,13000,500.0,3,-0.11152680963277817,-5.147695064544678
43,14000,500.0,3,0.004553499631583691,-5.422555923461914
43,15000,500.0,3,-0.11300204694271088,-5.690613746643066
43,16000,500.0,3,0.01538258045911789,-5.875743865966797
43,17000,500.0,3,-0.11354825645685196,-6.135616302490234
43,18000,500.0,3,-0.10822241008281708,-6.330292224884033
43,19000,500.0,3,-0.1118406131863594,-6.560135841369629
43,20000,500.0,3,-0.11402656883001328,-6.747625827789307
