seed,step,eval_reward,K,critic_loss,actor_loss
42,1000,500.0,10,-0.11413994431495667,-0.6524374485015869
42,2000,500.0,10,-0.10555824637413025,-1.1613285541534424
42,3000,500.0,10,-0.11489135026931763,-1.6514201164245605
42,4000,500.0,10,-0.11327517032623291,-2.1273910999298096
42,5000,500.0,10,-0.11003639549016953,-2.551337242126465
42,6000,500.0,10,-0.11270381510257721,-2.9835903644561768
42,7000,500.0,10,-0.11726444214582443,-3.3586831092834473
42,8000,500.0,10,-0.11228977143764496,-3.746013641357422
42,9000,500.0,10,-0.11068643629550934,-4.069716930389404
42,10000,500.0,10,-0.04237806797027588,-4.42006254196167
42,11000,500.0,10,-0.10445083677768707,-4.747505187988281
42,12000,500.0,10,-0.10826198011636734,-5.051765441894531
42,13000,500.0,10,-0.007518230937421322,-5.338083267211914
42,14000,500.0,10,-0.10999889671802521,-5.580841064453125
42,15000,500.0,10,-0.11398062855005264,-5.865997314453125
42,16000,500.0,10,-0.10263436287641525,-6.082159042358398
42,17000,500.0,10,-0.10888713598251343,-6.308342933654785
42,18000,500.0,10,-0.11016394942998886,-6.546848297119141
42,19000,500.0,10,-0.10436748713254929,-6.760007858276367
42,20000,500.0,10,-0.11652646213769913,-6.942970275878906
