seed,step,eval_reward,K,critic_loss,actor_loss
42,1000,490.6,1,-0.11264785379171371,-0.6478320360183716
42,2000,470.6,1,-0.10846251249313354,-1.158820629119873
42,3000,436.8,1,-0.1054341048002243,-1.667183518409729
42,4000,459.6,1,-0.10612203180789948,-2.127786636352539
42,5000,471.0,1,-0.11239486932754517,-2.5568044185638428
42,6000,396.6,1,-0.1161925345659256,-2.9914021492004395
42,7000,406.6,1,-0.1130119115114212,-3.3666839599609375
42,8000,363.0,1,-0.06205420568585396,-3.7139008045196533
42,9000,329.4,1,-0.110283263027668,-4.08099365234375
42,10000,402.0,1,-0.11108148097991943,-4.370664596557617
42,11000,437.4,1,-0.11423856765031815,-4.620138645172119
42,12000,443.6,1,-0.028888748958706856,-5.01843786239624
42,13000,339.6,1,-0.11438620090484619,-5.18900728225708
42,14000,418.2,1,-0.10609978437423706,-5.372389793395996
42,15000,438.4,1,-0.10941334068775177,-5.72857666015625
42,16000,323.6,1,-0.11065846681594849,-5.920685768127441
42,17000,461.4,1,-0.10502761602401733,-6.062243461608887
42,18000,415.4,1,-0.11375582218170166,-6.407787322998047
42,19000,405.6,1,-0.11199474334716797,-6.364531517028809
42,20000,436.6,1,-0.11269255727529526,-6.7556047439575195
