seed,step,eval_reward,K,critic_loss,actor_loss
43,1000,101.4,15,-15.53911018371582,37.4010009765625
43,2000,81.8,15,-38.346595764160156,185.95877075195312
43,3000,107.8,15,-37.32037353515625,528.2806396484375
43,4000,114.4,15,33.860321044921875,1030.940185546875
43,5000,121.6,15,186.87954711914062,1780.6829833984375
43,6000,97.0,15,498.1394958496094,2656.2080078125
43,7000,105.2,15,-185.8316650390625,3358.868896484375
43,8000,54.6,15,1718.506591796875,4736.7919921875
43,9000,59.0,15,-219.1024169921875,5664.88427734375
43,10000,131.8,15,4521.67138671875,7988.9423828125
43,11000,73.2,15,-160.9439239501953,8357.09375
43,12000,119.0,15,12357.21875,10827.990234375
43,13000,155.0,15,10872.765625,12572.8681640625
43,14000,158.4,15,22761.072265625,15559.046875
43,15000,59.8,15,32797.07421875,16856.85546875
43,16000,196.4,15,34523.21484375,23043.4609375
43,17000,297.8,15,2345.0595703125,21126.8359375
43,18000,397.0,15,23050.923828125,20699.0625
43,19000,454.4,15,2834.6162109375,30204.84765625
43,20000,54.4,15,-2161.914794921875,27723.7890625
