seed,step,eval_reward,K,critic_loss,actor_loss
42,1000,-1534.7091101355131,15,-30393.880859375,50315.78515625
42,2000,-1589.670608020393,15,-24496.228515625,15890.916015625
42,3000,-1640.3177075560172,15,-12637.3837890625,8587.28515625
42,4000,-1649.036855298286,15,-5071.82763671875,4408.57958984375
42,5000,-1602.6330297788124,15,-2562.480224609375,2024.0267333984375
42,6000,-1596.9300072888207,15,-824.6665649414062,2923.06396484375
42,7000,-1577.791701070082,15,-9156.712890625,8531.2333984375
42,8000,-1558.4934343575792,15,2798.558349609375,775.587158203125
42,9000,-1576.6101141446588,15,1929.1917724609375,2229.007080078125
42,10000,-1575.763515233109,15,-4397.58740234375,4329.1318359375
42,11000,-1548.9766652938474,15,4033.224609375,2222.48486328125
42,12000,-1573.4461507252786,15,9107.2998046875,695.9628295898438
42,13000,-1600.2209117154089,15,-4970.359375,4344.23681640625
42,14000,-672.3863908855923,15,2645.00390625,1569.8243408203125
42,15000,-1593.0349593072167,15,-3214.9013671875,3411.2294921875
42,16000,-1246.1939384252018,15,2870.05615234375,191.67710876464844
42,17000,-1444.6562244988904,15,-10051.8115234375,4010.655029296875
42,18000,-1428.4976635343924,15,-1648.0335693359375,742.3092041015625
42,19000,-1318.063745440471,15,8385.6845703125,559.906982421875
42,20000,-1313.8262622011475,15,3468.18603515625,260.31256103515625
42,21000,-1354.528885382205,15,-1757.494873046875,2644.21044921875
42,22000,-1487.2404688775503,15,11264.81640625,122.77740478515625
42,23000,-1364.8114109694495,15,9885.515625,84.24476623535156
42,24000,-1228.1455961701395,15,4078.03515625,105.92346954345703
42,25000,-1337.71704542862,15,-3584.39990234375,1290.9619140625
42,26000,-1175.030410470272,15,65257.7421875,255.59963989257812
42,27000,-1241.1432317196604,15,2783.615478515625,290.79534912109375
42,28000,-1083.6274300321597,15,1153.1978759765625,384.06500244140625
42,29000,-1324.628773429527,15,6458.16748046875,414.7538757324219
42,30000,-1616.261940081296,15,50042.05859375,1289.0469970703125
42,31000,-1099.2089533039675,15,1656.9307861328125,376.23614501953125
42,32000,-1199.2801239407586,15,5086.61962890625,399.1422424316406
42,33000,-1256.4004261496368,15,11156.28125,408.093017578125
42,34000,-1626.326515927849,15,4240.28564453125,234.3025665283203
42,35000,-1530.6719096870095,15,23221.1484375,247.46896362304688
42,36000,-945.9920798650777,15,6004.5283203125,315.4849548339844
42,37000,-1277.165938467786,15,4971.27099609375,434.7426452636719
42,38000,-781.9980840927304,15,3428.114013671875,670.3040161132812
42,39000,-617.761811984714,15,6356.24609375,179.20162963867188
42,40000,-1482.2959674240449,15,-292.7817687988281,747.2034301757812
42,41000,-1240.693550352776,15,2655.6337890625,207.54165649414062
42,42000,-1284.655321788651,15,2922.675537109375,253.35491943359375
42,43000,-1102.8726603074767,15,2788.772216796875,249.31491088867188
42,44000,-1277.4508847847378,15,-1616.0888671875,795.0045776367188
42,45000,-1573.2838758317537,15,-2696.087158203125,1032.6632080078125
42,46000,-1595.4620640545877,15,12062.1328125,222.00885009765625
42,47000,-1528.4735679220491,15,4374.79736328125,364.4671936035156
42,48000,-1122.9699993168201,15,4294.05078125,279.5415954589844
42,49000,-1459.5855250251643,15,358.243408203125,248.14755249023438
42,50000,-1571.4419532928273,15,1580.3577880859375,696.05712890625
