seed,step,eval_reward,K,critic_loss,actor_loss
42,1000,-1440.2337151602885,10,11882.466796875,1565.6424560546875
42,2000,-1410.8861986684378,10,2067.78662109375,1025.3076171875
42,3000,-1591.7091935493306,10,2235.3359375,1225.8265380859375
42,4000,-1597.2084961580927,10,2265.97607421875,1006.0918579101562
42,5000,-1584.4462836340856,10,5965.63623046875,1273.6368408203125
42,6000,-1565.9797491164347,10,2088.547607421875,1459.2275390625
42,7000,-1510.482104176451,10,2237.9921875,746.5079345703125
42,8000,-1603.461308882369,10,4210.83447265625,2219.010498046875
42,9000,-1600.636665072653,10,726.025146484375,658.2755126953125
42,10000,-1650.8200040804059,10,548.5051879882812,739.74755859375
42,11000,-1587.1673484689138,10,4206.35546875,587.12109375
42,12000,-1607.91924621318,10,2680.246337890625,835.9889526367188
42,13000,-1602.1316509305645,10,831.9780883789062,604.0326538085938
42,14000,-1578.3060817267874,10,2313.471923828125,625.2056884765625
42,15000,-1626.1267675914928,10,616.3617553710938,508.2116394042969
42,16000,-1619.500162556636,10,4281.58837890625,506.02325439453125
42,17000,-1610.9354226218925,10,2457.271240234375,482.69573974609375
42,18000,-1630.1203790412267,10,2294.05859375,576.1248779296875
42,19000,-1583.3258395439134,10,7891.22900390625,447.00262451171875
42,20000,-1594.77814289235,10,2466.030029296875,1598.1407470703125
42,21000,-1531.2468380591815,10,2524.326904296875,587.5003662109375
42,22000,-1617.8196870390727,10,2207.4375,463.45013427734375
42,23000,-1577.0956304669744,10,4361.0810546875,344.697509765625
42,24000,-1459.2024806551767,10,2271.9091796875,462.906982421875
42,25000,-1439.2952849906715,10,2616.77001953125,324.2883605957031
42,26000,-1399.0750235190412,10,2605.756103515625,385.43701171875
42,27000,-1587.6716298750057,10,2900.334228515625,259.3011779785156
42,28000,-1609.3838533660667,10,8295.1884765625,303.66253662109375
42,29000,-1411.146832812394,10,832.1898803710938,272.1676330566406
42,30000,-1460.0240791028539,10,6862.24853515625,217.99664306640625
42,31000,-1520.08135991273,10,3093.044189453125,311.39447021484375
42,32000,-1382.6817889213078,10,3379.210693359375,379.8194885253906
42,33000,-1457.8651693710356,10,5790.8349609375,269.00482177734375
42,34000,-1343.939097737385,10,2443.40576171875,297.74652099609375
42,35000,-1453.022365187146,10,2870.21923828125,233.2520751953125
42,36000,-1189.1952399508152,10,549.436279296875,200.95111083984375
42,37000,-1218.245182609742,10,2482.850341796875,302.9170837402344
42,38000,-1421.6321205612717,10,1505.79345703125,128.7705078125
42,39000,-1396.175316034555,10,1408.23681640625,59.704402923583984
42,40000,-1259.1814074838967,10,1427.664306640625,171.36219787597656
42,41000,-843.8911717405044,10,1636.6092529296875,53.14027786254883
42,42000,-1083.3469683773087,10,3538.49169921875,25.26626205444336
42,43000,-1054.416361708272,10,2228.2841796875,35.368465423583984
42,44000,-842.3116184345603,10,3947.836181640625,-134.56639099121094
42,45000,-1010.1642010953407,10,2691.93408203125,-72.12295532226562
42,46000,-1033.80130902409,10,2628.5380859375,-185.47238159179688
42,47000,-1358.719023062695,10,2638.63671875,-270.42822265625
42,48000,-1229.0466054022709,10,6310.8095703125,-245.193603515625
42,49000,-847.3537044808534,10,8738.158203125,-305.8238220214844
42,50000,-1078.1141392347647,10,4481.693359375,-414.11492919921875
