seed,step,eval_reward,K,critic_loss,actor_loss
43,1000,63.0,10,-98.89744567871094,217.03541564941406
43,2000,75.4,10,-178.17822265625,660.6265869140625
43,3000,95.6,10,-198.1717529296875,1518.8662109375
43,4000,44.4,10,-27.7724609375,2498.7421875
43,5000,89.4,10,-183.757080078125,4387.92333984375
43,6000,42.4,10,2394.10888671875,6509.51708984375
43,7000,59.6,10,-553.572509765625,9500.9462890625
43,8000,73.2,10,1970.5977783203125,11341.28125
43,9000,120.2,10,247.12677001953125,17009.140625
43,10000,45.2,10,9749.9765625,24219.1875
43,11000,65.6,10,-1043.9410400390625,36140.18359375
43,12000,118.8,10,67218.4375,36562.33203125
43,13000,60.6,10,-2542.09716796875,51397.6796875
43,14000,103.8,10,-1444.17138671875,53874.87109375
43,15000,75.0,10,-5245.0126953125,84898.8828125
43,16000,46.8,10,2957.919677734375,104308.484375
43,17000,47.0,10,2456.35888671875,86440.03125
43,18000,47.6,10,-3301.02587890625,96771.6640625
43,19000,38.6,10,652723.625,139557.203125
43,20000,49.0,10,-6121.626953125,145505.609375
