seed,step,eval_reward,K,critic_loss,actor_loss
42,2000,-1607.226343392544,1,-68.11515808105469,401.8838806152344
42,4000,-1291.7659560054967,1,354.86151123046875,1200.2916259765625
42,6000,-1228.6333745905195,1,2458.93798828125,2231.41259765625
42,8000,-1328.143697799164,1,2553.067138671875,4152.2314453125
42,10000,-1405.2912625910417,1,27.9852294921875,6253.55224609375
42,12000,-1437.7115147437087,1,23573.978515625,10052.08984375
42,14000,-1467.8011120146232,1,22347.861328125,16467.8984375
42,16000,-1491.3202308498603,1,90553.3125,19807.859375
42,18000,-1432.9158568708365,1,192478.234375,24925.70703125
42,20000,-1365.4251023802656,1,152630.515625,33882.9375
42,22000,-1504.735034752039,1,414490.125,38226.859375
42,24000,-1533.1898890325265,1,274743.375,42482.78125
42,26000,-1511.0091194334843,1,769148.8125,62873.1875
42,28000,-1512.2682005104361,1,1070735.5,63913.8828125
42,30000,-1534.5752636484026,1,2238833.25,83458.9375
42,32000,-1610.671635920413,1,2055695.125,94166.3671875
42,34000,-1556.1699347204456,1,4113833.25,109482.984375
42,36000,-1561.3058522391805,1,1746755.625,127896.3125
42,38000,-1555.7264411654237,1,1793533.0,140894.75
42,40000,-1458.5121392025023,1,6557711.0,161595.28125
42,42000,-1364.4409612685013,1,60075.91015625,164103.78125
42,44000,-1545.9897422534223,1,6887176.5,184445.703125
42,46000,-1423.4908023169087,1,16616041.0,241776.375
42,48000,-1424.001117940184,1,9294455.0,237445.0625
42,50000,-1487.8577172676607,1,5530719.5,266064.0625
