seed,step,eval_reward,K,critic_loss,actor_loss
43,1000,500.0,10,-0.11722421646118164,-0.5839266777038574
43,2000,500.0,10,-0.11015406250953674,-1.116877794265747
43,3000,500.0,10,-0.1155933067202568,-1.59218430519104
43,4000,500.0,10,-0.1058611273765564,-2.0529279708862305
43,5000,500.0,10,-0.11706092208623886,-2.486632823944092
43,6000,500.0,10,-0.11051921546459198,-2.8985421657562256
43,7000,500.0,10,-0.07743857800960541,-3.2798309326171875
43,8000,500.0,10,-0.10611183941364288,-3.6294596195220947
43,9000,500.0,10,-0.055350590497255325,-3.9785819053649902
43,10000,500.0,10,-0.11889326572418213,-4.287647247314453
43,11000,500.0,10,-0.11343614012002945,-4.6406569480896
43,12000,500.0,10,-0.027598656713962555,-4.916948318481445
43,13000,500.0,10,-0.11429280787706375,-5.201900005340576
43,14000,500.0,10,-0.11894306540489197,-5.4856767654418945
43,15000,500.0,10,-0.1171170026063919,-5.715232849121094
43,16000,500.0,10,-0.11228007823228836,-5.987171649932861
43,17000,500.0,10,0.023059265688061714,-6.189680099487305
43,18000,500.0,10,-0.11281798034906387,-6.410528182983398
43,19000,500.0,10,-0.11182193458080292,-6.6419525146484375
43,20000,500.0,10,-0.1127433106303215,-6.8203229904174805
